,Date,Integer_Year,Median Bedroom Price,Month,No. of Bedrooms,Year,Zip_Code
1098,2012-03-28,17,78603.0,3,2,2012,46214
1099,2013-03-28,18,77471.0,3,2,2013,46214
1100,2014-03-28,19,82646.0,3,2,2014,46214
1101,2015-03-28,20,80880.0,3,2,2015,46214
1102,2016-03-28,21,83032.0,3,2,2016,46214
1103,2017-03-28,22,85717.0,3,2,2017,46214
1104,2018-03-28,23,93488.0,3,2,2018,46214
1105,2019-03-28,24,105942.0,3,2,2019,46214
1106,1997-03-28,2,90900.0,3,3,1997,46214
1107,1998-03-28,3,91700.0,3,3,1998,46214
1108,1999-03-28,4,94000.0,3,3,1999,46214
1109,2000-03-28,5,92176.0,3,3,2000,46214
1110,2001-03-28,6,98110.0,3,3,2001,46214
1111,2002-03-28,7,99348.0,3,3,2002,46214
1112,2003-03-28,8,103455.0,3,3,2003,46214
1113,2004-03-28,9,106731.0,3,3,2004,46214
1114,2005-03-28,10,106335.0,3,3,2005,46214
1115,2006-03-28,11,110783.0,3,3,2006,46214
1116,2007-03-28,12,112661.0,3,3,2007,46214
1117,2008-03-28,13,110661.0,3,3,2008,46214
1118,2009-03-28,14,102476.0,3,3,2009,46214
1119,2010-03-28,15,109027.0,3,3,2010,46214
1120,2011-03-28,16,101638.0,3,3,2011,46214
1121,2012-03-28,17,97011.0,3,3,2012,46214
1122,2013-03-28,18,97904.0,3,3,2013,46214
1123,2014-03-28,19,108592.0,3,3,2014,46214
1124,2015-03-28,20,106711.0,3,3,2015,46214
1125,2016-03-28,21,112995.0,3,3,2016,46214
1126,2017-03-28,22,119893.0,3,3,2017,46214
1127,2018-03-28,23,130500.0,3,3,2018,46214
1128,2019-03-28,24,146495.0,3,3,2019,46214
1129,1997-03-28,2,119600.0,3,4,1997,46214
1130,1998-03-28,3,122100.0,3,4,1998,46214
1131,1999-03-28,4,121500.0,3,4,1999,46214
1132,2000-03-28,5,114830.0,3,4,2000,46214
1133,2001-03-28,6,111535.0,3,4,2001,46214
1134,2002-03-28,7,116444.0,3,4,2002,46214
1135,2003-03-28,8,120071.0,3,4,2003,46214
1136,2004-03-28,9,123096.0,3,4,2004,46214
1137,2005-03-28,10,125186.0,3,4,2005,46214
1138,2006-03-28,11,128857.0,3,4,2006,46214
1139,2007-03-28,12,131440.0,3,4,2007,46214
1140,2008-03-28,13,131492.0,3,4,2008,46214
1141,2009-03-28,14,125352.0,3,4,2009,46214
1142,2010-03-28,15,131878.0,3,4,2010,46214
1143,2011-03-28,16,124358.0,3,4,2011,46214
1144,2012-03-28,17,119599.0,3,4,2012,46214
1145,2013-03-28,18,121718.0,3,4,2013,46214
1146,2014-03-28,19,134814.0,3,4,2014,46214
1147,2015-03-28,20,132022.0,3,4,2015,46214
1148,2016-03-28,21,138405.0,3,4,2016,46214
1149,2017-03-28,22,147724.0,3,4,2017,46214
1150,2018-03-28,23,158186.0,3,4,2018,46214
1151,2019-03-28,24,174103.0,3,4,2019,46214
1152,2000-03-28,5,117389.0,3,5,2000,46214
1153,2001-03-28,6,117524.0,3,5,2001,46214
1154,2002-03-28,7,122556.0,3,5,2002,46214
1155,2003-03-28,8,128020.0,3,5,2003,46214
1156,2004-03-28,9,131321.0,3,5,2004,46214
1157,2005-03-28,10,139422.0,3,5,2005,46214
1158,2006-03-28,11,141350.0,3,5,2006,46214
1159,2007-03-28,12,145937.0,3,5,2007,46214
1160,2008-03-28,13,146764.0,3,5,2008,46214
1161,2009-03-28,14,140140.0,3,5,2009,46214
1162,2010-03-28,15,146258.0,3,5,2010,46214
1163,2011-03-28,16,134236.0,3,5,2011,46214
1164,2012-03-28,17,125849.0,3,5,2012,46214
1165,2013-03-28,18,128957.0,3,5,2013,46214
1166,2014-03-28,19,141294.0,3,5,2014,46214
1167,2015-03-28,20,138270.0,3,5,2015,46214
1168,2016-03-28,21,143834.0,3,5,2016,46214
1169,2017-03-28,22,155753.0,3,5,2017,46214
1170,2018-03-28,23,164761.0,3,5,2018,46214
1171,2019-03-28,24,181788.0,3,5,2019,46214
1172,1996-04-28,1,113900.0,4,1,1996,46220
1173,1997-04-28,2,113500.0,4,1,1997,46220
1174,1998-04-28,3,120200.0,4,1,1998,46220
1175,1999-04-28,4,122100.0,4,1,1999,46220
1176,2000-04-28,5,95639.0,4,1,2000,46220
1177,2001-04-28,6,98116.0,4,1,2001,46220
1178,2002-04-28,7,101277.0,4,1,2002,46220
1179,2003-04-28,8,106259.0,4,1,2003,46220
1180,2004-04-28,9,109352.0,4,1,2004,46220
1181,2005-04-28,10,112479.0,4,1,2005,46220
1182,2006-04-28,11,115014.0,4,1,2006,46220
1183,2007-04-28,12,118121.0,4,1,2007,46220
1184,2008-04-28,13,118101.0,4,1,2008,46220
1185,2009-04-28,14,114493.0,4,1,2009,46220
1186,2010-04-28,15,118961.0,4,1,2010,46220
1187,2011-04-28,16,108248.0,4,1,2011,46220
1188,2012-04-28,17,109037.0,4,1,2012,46220
1189,2013-04-28,18,108790.0,4,1,2013,46220
1190,2014-04-28,19,131410.0,4,1,2014,46220
1191,2015-04-28,20,128018.0,4,1,2015,46220
1192,2016-04-28,21,130480.0,4,1,2016,46220
1193,2017-04-28,22,144485.0,4,1,2017,46220
1194,2018-04-28,23,153111.0,4,1,2018,46220
1195,2019-04-28,24,171507.0,4,1,2019,46220
1196,1996-04-28,1,116300.0,4,2,1996,46220
1197,1997-04-28,2,118000.0,4,2,1997,46220
1198,1998-04-28,3,133100.0,4,2,1998,46220
1199,1999-04-28,4,133700.0,4,2,1999,46220
1200,2000-04-28,5,124280.0,4,2,2000,46220
1201,2001-04-28,6,131045.0,4,2,2001,46220
1202,2002-04-28,7,133965.0,4,2,2002,46220
1203,2003-04-28,8,139054.0,4,2,2003,46220
1204,2004-04-28,9,144634.0,4,2,2004,46220
1205,2005-04-28,10,145211.0,4,2,2005,46220
1206,2006-04-28,11,151608.0,4,2,2006,46220
1207,2007-04-28,12,152613.0,4,2,2007,46220
1208,2008-04-28,13,152366.0,4,2,2008,46220
1209,2009-04-28,14,148037.0,4,2,2009,46220
1210,2010-04-28,15,157344.0,4,2,2010,46220
1211,2011-04-28,16,148015.0,4,2,2011,46220
1212,2012-04-28,17,146284.0,4,2,2012,46220
1213,2013-04-28,18,153781.0,4,2,2013,46220
1214,2014-04-28,19,169691.0,4,2,2014,46220
1215,2015-04-28,20,164434.0,4,2,2015,46220
1216,2016-04-28,21,169752.0,4,2,2016,46220
1217,2017-04-28,22,184126.0,4,2,2017,46220
1218,2018-04-28,23,195812.0,4,2,2018,46220
1219,2019-04-28,24,212000.0,4,2,2019,46220
1220,1996-04-28,1,135000.0,4,3,1996,46220
1221,1997-04-28,2,132800.0,4,3,1997,46220
1222,1998-04-28,3,154900.0,4,3,1998,46220
1223,1999-04-28,4,146300.0,4,3,1999,46220
1224,2000-04-28,5,149900.0,4,3,2000,46220
1225,2001-04-28,6,151472.0,4,3,2001,46220
1226,2002-04-28,7,155439.0,4,3,2002,46220
1227,2003-04-28,8,159825.0,4,3,2003,46220
1228,2004-04-28,9,165564.0,4,3,2004,46220
1229,2005-04-28,10,169272.0,4,3,2005,46220
1230,2006-04-28,11,169072.0,4,3,2006,46220
1231,2007-04-28,12,172146.0,4,3,2007,46220
1232,2008-04-28,13,175035.0,4,3,2008,46220
1233,2009-04-28,14,168243.0,4,3,2009,46220
1234,2010-04-28,15,178478.0,4,3,2010,46220
1235,2011-04-28,16,167215.0,4,3,2011,46220
1236,2012-04-28,17,167391.0,4,3,2012,46220
1237,2013-04-28,18,174584.0,4,3,2013,46220
1238,2014-04-28,19,192786.0,4,3,2014,46220
1239,2015-04-28,20,186453.0,4,3,2015,46220
1240,2016-04-28,21,192188.0,4,3,2016,46220
1241,2017-04-28,22,208358.0,4,3,2017,46220
1242,2018-04-28,23,221423.0,4,3,2018,46220
1243,2019-04-28,24,238723.0,4,3,2019,46220
1244,1996-04-28,1,162400.0,4,4,1996,46220
1245,1997-04-28,2,172400.0,4,4,1997,46220
1246,1998-04-28,3,187300.0,4,4,1998,46220
1247,1999-04-28,4,198200.0,4,4,1999,46220
1248,2000-04-28,5,215828.0,4,4,2000,46220
1249,2001-04-28,6,226950.0,4,4,2001,46220
1250,2002-04-28,7,224748.0,4,4,2002,46220
1251,2003-04-28,8,229408.0,4,4,2003,46220
1252,2004-04-28,9,236287.0,4,4,2004,46220
1253,2005-04-28,10,247739.0,4,4,2005,46220
1254,2006-04-28,11,245737.0,4,4,2006,46220
1255,2007-04-28,12,254283.0,4,4,2007,46220
1256,2008-04-28,13,254516.0,4,4,2008,46220
1257,2009-04-28,14,244875.0,4,4,2009,46220
1258,2010-04-28,15,255268.0,4,4,2010,46220
1259,2011-04-28,16,236047.0,4,4,2011,46220
1260,2012-04-28,17,236856.0,4,4,2012,46220
1261,2013-04-28,18,248120.0,4,4,2013,46220
1262,2014-04-28,19,279028.0,4,4,2014,46220
1263,2015-04-28,20,277949.0,4,4,2015,46220
1264,2016-04-28,21,283549.0,4,4,2016,46220
1265,2017-04-28,22,300526.0,4,4,2017,46220
1266,2018-04-28,23,314635.0,4,4,2018,46220
1267,2019-04-28,24,330642.0,4,4,2019,46220
1268,1996-04-28,1,235900.0,4,5,1996,46220
1269,1997-04-28,2,258700.0,4,5,1997,46220
1270,1998-04-28,3,287200.0,4,5,1998,46220
1271,1999-04-28,4,292200.0,4,5,1999,46220
1272,2000-04-28,5,262766.0,4,5,2000,46220
1273,2001-04-28,6,286248.0,4,5,2001,46220
1274,2002-04-28,7,276255.0,4,5,2002,46220
1275,2003-04-28,8,284905.0,4,5,2003,46220
1276,2004-04-28,9,300690.0,4,5,2004,46220
1277,2005-04-28,10,333733.0,4,5,2005,46220
1278,2006-04-28,11,327218.0,4,5,2006,46220
1279,2007-04-28,12,349065.0,4,5,2007,46220
1280,2008-04-28,13,347346.0,4,5,2008,46220
1281,2009-04-28,14,332024.0,4,5,2009,46220
1282,2010-04-28,15,358331.0,4,5,2010,46220
1283,2011-04-28,16,332192.0,4,5,2011,46220
1284,2012-04-28,17,333301.0,4,5,2012,46220
1285,2013-04-28,18,353965.0,4,5,2013,46220
1286,2014-04-28,19,394935.0,4,5,2014,46220
1287,2015-04-28,20,398896.0,4,5,2015,46220
1288,2016-04-28,21,400068.0,4,5,2016,46220
1289,2017-04-28,22,418350.0,4,5,2017,46220
1290,2018-04-28,23,444920.0,4,5,2018,46220
1291,2019-04-28,24,465849.0,4,5,2019,46220
1292,2010-04-28,15,54414.0,4,1,2010,46219
1293,2011-04-28,16,46449.0,4,1,2011,46219
1294,2012-04-28,17,42420.0,4,1,2012,46219
1295,2013-04-28,18,43020.0,4,1,2013,46219
1296,2014-04-28,19,49265.0,4,1,2014,46219
1297,2015-04-28,20,49539.0,4,1,2015,46219
1298,2016-04-28,21,51310.0,4,1,2016,46219
1299,2017-04-28,22,57128.0,4,1,2017,46219
1300,2018-04-28,23,63598.0,4,1,2018,46219
1301,2019-04-28,24,75761.0,4,1,2019,46219
1302,2010-04-28,15,73823.0,4,2,2010,46219
1303,2011-04-28,16,62955.0,4,2,2011,46219
1304,2012-04-28,17,55889.0,4,2,2012,46219
1305,2013-04-28,18,58607.0,4,2,2013,46219
1306,2014-04-28,19,66525.0,4,2,2014,46219
1307,2015-04-28,20,66327.0,4,2,2015,46219
1308,2016-04-28,21,69530.0,4,2,2016,46219
1309,2017-04-28,22,75768.0,4,2,2017,46219
1310,2018-04-28,23,81872.0,4,2,2018,46219
1311,2019-04-28,24,95352.0,4,2,2019,46219
1312,2010-04-28,15,85802.0,4,3,2010,46219
1313,2011-04-28,16,79132.0,4,3,2011,46219
1314,2012-04-28,17,74129.0,4,3,2012,46219
1315,2013-04-28,18,76868.0,4,3,2013,46219
1316,2014-04-28,19,84957.0,4,3,2014,46219
1317,2015-04-28,20,85461.0,4,3,2015,46219
1318,2016-04-28,21,89931.0,4,3,2016,46219
1319,2017-04-28,22,97825.0,4,3,2017,46219
1320,2018-04-28,23,107520.0,4,3,2018,46219
1321,2019-04-28,24,121066.0,4,3,2019,46219
1322,2010-04-28,15,113344.0,4,4,2010,46219
1323,2011-04-28,16,105673.0,4,4,2011,46219
1324,2012-04-28,17,99310.0,4,4,2012,46219
1325,2013-04-28,18,105792.0,4,4,2013,46219
1326,2014-04-28,19,115718.0,4,4,2014,46219
1327,2015-04-28,20,113713.0,4,4,2015,46219
1328,2016-04-28,21,120130.0,4,4,2016,46219
1329,2017-04-28,22,129253.0,4,4,2017,46219
1330,2018-04-28,23,138882.0,4,4,2018,46219
1331,2019-04-28,24,153548.0,4,4,2019,46219
1332,2010-04-28,15,124849.0,4,5,2010,46219
1333,2011-04-28,16,117911.0,4,5,2011,46219
1334,2012-04-28,17,113321.0,4,5,2012,46219
1335,2013-04-28,18,121581.0,4,5,2013,46219
1336,2014-04-28,19,136353.0,4,5,2014,46219
1337,2015-04-28,20,134074.0,4,5,2015,46219
1338,2016-04-28,21,137519.0,4,5,2016,46219
1339,2017-04-28,22,152656.0,4,5,2017,46219
1340,2018-04-28,23,161350.0,4,5,2018,46219
1341,2019-04-28,24,178647.0,4,5,2019,46219
1342,1996-04-28,1,80200.0,4,1,1996,46227
1343,1997-04-28,2,69000.0,4,1,1997,46227
1344,1998-04-28,3,67400.0,4,1,1998,46227
1345,1999-04-28,4,67100.0,4,1,1999,46227
1346,2000-04-28,5,52469.0,4,1,2000,46227
1347,2001-04-28,6,49775.0,4,1,2001,46227
1348,2002-04-28,7,52043.0,4,1,2002,46227
1349,2003-04-28,8,52084.0,4,1,2003,46227
1350,2004-04-28,9,55559.0,4,1,2004,46227
1351,2005-04-28,10,59202.0,4,1,2005,46227
1352,2006-04-28,11,61108.0,4,1,2006,46227
1353,2007-04-28,12,60969.0,4,1,2007,46227
1354,2008-04-28,13,63140.0,4,1,2008,46227
1355,2009-04-28,14,57740.0,4,1,2009,46227
1356,2010-04-28,15,64419.0,4,1,2010,46227
1357,2011-04-28,16,58922.0,4,1,2011,46227
1358,2012-04-28,17,54566.0,4,1,2012,46227
1359,2013-04-28,18,51383.0,4,1,2013,46227
1360,2014-04-28,19,60144.0,4,1,2014,46227
1361,2015-04-28,20,65680.0,4,1,2015,46227
1362,2016-04-28,21,65577.0,4,1,2016,46227
1363,2017-04-28,22,71889.0,4,1,2017,46227
1364,2018-04-28,23,77865.0,4,1,2018,46227
1365,2019-04-28,24,89535.0,4,1,2019,46227
1366,1996-04-28,1,86500.0,4,2,1996,46227
1367,1997-04-28,2,73900.0,4,2,1997,46227
1368,1998-04-28,3,74400.0,4,2,1998,46227
1369,1999-04-28,4,76800.0,4,2,1999,46227
1370,2000-04-28,5,66598.0,4,2,2000,46227
1371,2001-04-28,6,71181.0,4,2,2001,46227
1372,2002-04-28,7,75358.0,4,2,2002,46227
1373,2003-04-28,8,73568.0,4,2,2003,46227
1374,2004-04-28,9,72610.0,4,2,2004,46227
1375,2005-04-28,10,77202.0,4,2,2005,46227
1376,2006-04-28,11,79136.0,4,2,2006,46227
1377,2007-04-28,12,81359.0,4,2,2007,46227
1378,2008-04-28,13,83086.0,4,2,2008,46227
1379,2009-04-28,14,79018.0,4,2,2009,46227
1380,2010-04-28,15,83891.0,4,2,2010,46227
1381,2011-04-28,16,75214.0,4,2,2011,46227
1382,2012-04-28,17,73579.0,4,2,2012,46227
1383,2013-04-28,18,72097.0,4,2,2013,46227
1384,2014-04-28,19,79132.0,4,2,2014,46227
1385,2015-04-28,20,82427.0,4,2,2015,46227
1386,2016-04-28,21,83315.0,4,2,2016,46227
1387,2017-04-28,22,90938.0,4,2,2017,46227
1388,2018-04-28,23,99482.0,4,2,2018,46227
1389,2019-04-28,24,110933.0,4,2,2019,46227
1390,1996-04-28,1,104600.0,4,3,1996,46227
1391,1997-04-28,2,88000.0,4,3,1997,46227
1392,1998-04-28,3,94800.0,4,3,1998,46227
1393,1999-04-28,4,99800.0,4,3,1999,46227
1394,2000-04-28,5,89552.0,4,3,2000,46227
1395,2001-04-28,6,96925.0,4,3,2001,46227
1396,2002-04-28,7,99407.0,4,3,2002,46227
1397,2003-04-28,8,99474.0,4,3,2003,46227
1398,2004-04-28,9,101697.0,4,3,2004,46227
1399,2005-04-28,10,109195.0,4,3,2005,46227
1400,2006-04-28,11,112955.0,4,3,2006,46227
1401,2007-04-28,12,114475.0,4,3,2007,46227
1402,2008-04-28,13,113818.0,4,3,2008,46227
1403,2009-04-28,14,108233.0,4,3,2009,46227
1404,2010-04-28,15,113531.0,4,3,2010,46227
1405,2011-04-28,16,105544.0,4,3,2011,46227
1406,2012-04-28,17,104993.0,4,3,2012,46227
1407,2013-04-28,18,108299.0,4,3,2013,46227
1408,2014-04-28,19,118268.0,4,3,2014,46227
1409,2015-04-28,20,118555.0,4,3,2015,46227
1410,2016-04-28,21,123362.0,4,3,2016,46227
1411,2017-04-28,22,131723.0,4,3,2017,46227
1412,2018-04-28,23,143737.0,4,3,2018,46227
1413,2019-04-28,24,155060.0,4,3,2019,46227
1414,1996-04-28,1,133000.0,4,4,1996,46227
1415,1997-04-28,2,122700.0,4,4,1997,46227
1416,1998-04-28,3,126800.0,4,4,1998,46227
1417,1999-04-28,4,124800.0,4,4,1999,46227
1418,2000-04-28,5,106307.0,4,4,2000,46227
1419,2001-04-28,6,118735.0,4,4,2001,46227
1420,2002-04-28,7,118497.0,4,4,2002,46227
1421,2003-04-28,8,118730.0,4,4,2003,46227
1422,2004-04-28,9,118536.0,4,4,2004,46227
1423,2005-04-28,10,130112.0,4,4,2005,46227
1424,2006-04-28,11,132274.0,4,4,2006,46227
1425,2007-04-28,12,135767.0,4,4,2007,46227
1426,2008-04-28,13,132520.0,4,4,2008,46227
1427,2009-04-28,14,128662.0,4,4,2009,46227
1428,2010-04-28,15,134793.0,4,4,2010,46227
1429,2011-04-28,16,124367.0,4,4,2011,46227
1430,2012-04-28,17,124547.0,4,4,2012,46227
1431,2013-04-28,18,129710.0,4,4,2013,46227
1432,2014-04-28,19,139871.0,4,4,2014,46227
1433,2015-04-28,20,137841.0,4,4,2015,46227
1434,2016-04-28,21,143531.0,4,4,2016,46227
1435,2017-04-28,22,152874.0,4,4,2017,46227
1436,2018-04-28,23,164984.0,4,4,2018,46227
1437,2019-04-28,24,176962.0,4,4,2019,46227
1438,2000-04-28,5,137176.0,4,5,2000,46227
1439,2001-04-28,6,142606.0,4,5,2001,46227
1440,2002-04-28,7,140978.0,4,5,2002,46227
1441,2003-04-28,8,143157.0,4,5,2003,46227
1442,2004-04-28,9,144300.0,4,5,2004,46227
1443,2005-04-28,10,158045.0,4,5,2005,46227
1444,2006-04-28,11,157304.0,4,5,2006,46227
1445,2007-04-28,12,162456.0,4,5,2007,46227
1446,2008-04-28,13,159551.0,4,5,2008,46227
1447,2009-04-28,14,158785.0,4,5,2009,46227
1448,2010-04-28,15,162299.0,4,5,2010,46227
1449,2011-04-28,16,150128.0,4,5,2011,46227
1450,2012-04-28,17,145953.0,4,5,2012,46227
1451,2013-04-28,18,151503.0,4,5,2013,46227
1452,2014-04-28,19,163193.0,4,5,2014,46227
1453,2015-04-28,20,162753.0,4,5,2015,46227
1454,2016-04-28,21,165329.0,4,5,2016,46227
1455,2017-04-28,22,175974.0,4,5,2017,46227
1456,2018-04-28,23,187644.0,4,5,2018,46227
1457,2019-04-28,24,200340.0,4,5,2019,46227
1458,2011-04-28,16,68694.0,4,1,2011,46214
1459,2012-04-28,17,62465.0,4,1,2012,46214
1460,2013-04-28,18,60531.0,4,1,2013,46214
1461,2014-04-28,19,61603.0,4,1,2014,46214
1462,2015-04-28,20,59298.0,4,1,2015,46214
1463,2016-04-28,21,59190.0,4,1,2016,46214
1464,2017-04-28,22,61224.0,4,1,2017,46214
1465,2018-04-28,23,66942.0,4,1,2018,46214
1466,2019-04-28,24,77715.0,4,1,2019,46214
1467,1996-04-28,1,94000.0,4,2,1996,46214
1468,1997-04-28,2,84300.0,4,2,1997,46214
1469,1998-04-28,3,83200.0,4,2,1998,46214
1470,1999-04-28,4,85900.0,4,2,1999,46214
1471,2000-04-28,5,91064.0,4,2,2000,46214
1472,2001-04-28,6,92313.0,4,2,2001,46214
1473,2002-04-28,7,93003.0,4,2,2002,46214
1474,2003-04-28,8,93560.0,4,2,2003,46214
1475,2004-04-28,9,96337.0,4,2,2004,46214
1476,2005-04-28,10,102301.0,4,2,2005,46214
1477,2006-04-28,11,97903.0,4,2,2006,46214
1478,2007-04-28,12,97581.0,4,2,2007,46214
1479,2008-04-28,13,96864.0,4,2,2008,46214
1480,2009-04-28,14,90124.0,4,2,2009,46214
1481,2010-04-28,15,91420.0,4,2,2010,46214
1482,2011-04-28,16,84267.0,4,2,2011,46214
1483,2012-04-28,17,78523.0,4,2,2012,46214
1484,2013-04-28,18,77820.0,4,2,2013,46214
1485,2014-04-28,19,82631.0,4,2,2014,46214
1486,2015-04-28,20,81249.0,4,2,2015,46214
1487,2016-04-28,21,82461.0,4,2,2016,46214
1488,2017-04-28,22,86501.0,4,2,2017,46214
1489,2018-04-28,23,94781.0,4,2,2018,46214
1490,2019-04-28,24,106206.0,4,2,2019,46214
1491,1996-04-28,1,98600.0,4,3,1996,46214
1492,1997-04-28,2,90700.0,4,3,1997,46214
1493,1998-04-28,3,91900.0,4,3,1998,46214
1494,1999-04-28,4,94300.0,4,3,1999,46214
1495,2000-04-28,5,93383.0,4,3,2000,46214
1496,2001-04-28,6,98545.0,4,3,2001,46214
1497,2002-04-28,7,99820.0,4,3,2002,46214
1498,2003-04-28,8,103835.0,4,3,2003,46214
1499,2004-04-28,9,106970.0,4,3,2004,46214
1500,2005-04-28,10,106215.0,4,3,2005,46214
1501,2006-04-28,11,111208.0,4,3,2006,46214
1502,2007-04-28,12,112545.0,4,3,2007,46214
1503,2008-04-28,13,110193.0,4,3,2008,46214
1504,2009-04-28,14,102161.0,4,3,2009,46214
1505,2010-04-28,15,109587.0,4,3,2010,46214
1506,2011-04-28,16,100166.0,4,3,2011,46214
1507,2012-04-28,17,97455.0,4,3,2012,46214
1508,2013-04-28,18,98822.0,4,3,2013,46214
1509,2014-04-28,19,109019.0,4,3,2014,46214
1510,2015-04-28,20,106677.0,4,3,2015,46214
1511,2016-04-28,21,112735.0,4,3,2016,46214
1512,2017-04-28,22,121357.0,4,3,2017,46214
1513,2018-04-28,23,132334.0,4,3,2018,46214
1514,2019-04-28,24,146566.0,4,3,2019,46214
1515,1996-04-28,1,129200.0,4,4,1996,46214
1516,1997-04-28,2,119400.0,4,4,1997,46214
1517,1998-04-28,3,122500.0,4,4,1998,46214
1518,1999-04-28,4,121000.0,4,4,1999,46214
1519,2000-04-28,5,113187.0,4,4,2000,46214
1520,2001-04-28,6,112027.0,4,4,2001,46214
1521,2002-04-28,7,117060.0,4,4,2002,46214
1522,2003-04-28,8,120661.0,4,4,2003,46214
1523,2004-04-28,9,123602.0,4,4,2004,46214
1524,2005-04-28,10,124859.0,4,4,2005,46214
1525,2006-04-28,11,129329.0,4,4,2006,46214
1526,2007-04-28,12,131628.0,4,4,2007,46214
1527,2008-04-28,13,131185.0,4,4,2008,46214
1528,2009-04-28,14,124793.0,4,4,2009,46214
1529,2010-04-28,15,132491.0,4,4,2010,46214
1530,2011-04-28,16,123009.0,4,4,2011,46214
1531,2012-04-28,17,120117.0,4,4,2012,46214
1532,2013-04-28,18,122812.0,4,4,2013,46214
1533,2014-04-28,19,135347.0,4,4,2014,46214
1534,2015-04-28,20,132192.0,4,4,2015,46214
1535,2016-04-28,21,137786.0,4,4,2016,46214
1536,2017-04-28,22,149261.0,4,4,2017,46214
1537,2018-04-28,23,160435.0,4,4,2018,46214
1538,2019-04-28,24,174016.0,4,4,2019,46214
1539,2000-04-28,5,117000.0,4,5,2000,46214
1540,2001-04-28,6,117879.0,4,5,2001,46214
1541,2002-04-28,7,123237.0,4,5,2002,46214
1542,2003-04-28,8,128648.0,4,5,2003,46214
1543,2004-04-28,9,131594.0,4,5,2004,46214
1544,2005-04-28,10,140234.0,4,5,2005,46214
1545,2006-04-28,11,141692.0,4,5,2006,46214
1546,2007-04-28,12,145916.0,4,5,2007,46214
1547,2008-04-28,13,146422.0,4,5,2008,46214
1548,2009-04-28,14,139615.0,4,5,2009,46214
1549,2010-04-28,15,147092.0,4,5,2010,46214
1550,2011-04-28,16,132272.0,4,5,2011,46214
1551,2012-04-28,17,125879.0,4,5,2012,46214
1552,2013-04-28,18,130231.0,4,5,2013,46214
1553,2014-04-28,19,142270.0,4,5,2014,46214
1554,2015-04-28,20,137969.0,4,5,2015,46214
1555,2016-04-28,21,143485.0,4,5,2016,46214
1556,2017-04-28,22,157205.0,4,5,2017,46214
1557,2018-04-28,23,167168.0,4,5,2018,46214
1558,2019-04-28,24,181662.0,4,5,2019,46214
1559,1996-05-28,1,113700.0,5,1,1996,46220
1560,1997-05-28,2,113700.0,5,1,1997,46220
1561,1998-05-28,3,120800.0,5,1,1998,46220
1562,1999-05-28,4,121900.0,5,1,1999,46220
1563,2000-05-28,5,94827.0,5,1,2000,46220
1564,2001-05-28,6,99211.0,5,1,2001,46220
1565,2002-05-28,7,101572.0,5,1,2002,46220
1566,2003-05-28,8,106425.0,5,1,2003,46220
1567,2004-05-28,9,108998.0,5,1,2004,46220
1568,2005-05-28,10,114563.0,5,1,2005,46220
1569,2006-05-28,11,113876.0,5,1,2006,46220
1570,2007-05-28,12,118286.0,5,1,2007,46220
1571,2008-05-28,13,117957.0,5,1,2008,46220
1572,2009-05-28,14,115017.0,5,1,2009,46220
1573,2010-05-28,15,118394.0,5,1,2010,46220
1574,2011-05-28,16,107092.0,5,1,2011,46220
1575,2012-05-28,17,110503.0,5,1,2012,46220
1576,2013-05-28,18,110199.0,5,1,2013,46220
1577,2014-05-28,19,130209.0,5,1,2014,46220
1578,2015-05-28,20,128635.0,5,1,2015,46220
1579,2016-05-28,21,130926.0,5,1,2016,46220
1580,2017-05-28,22,145674.0,5,1,2017,46220
1581,2018-05-28,23,155514.0,5,1,2018,46220
1582,2019-05-28,24,171884.0,5,1,2019,46220
1583,1996-05-28,1,116100.0,5,2,1996,46220
1584,1997-05-28,2,118700.0,5,2,1997,46220
1585,1998-05-28,3,134300.0,5,2,1998,46220
1586,1999-05-28,4,133100.0,5,2,1999,46220
1587,2000-05-28,5,124901.0,5,2,2000,46220
1588,2001-05-28,6,131168.0,5,2,2001,46220
1589,2002-05-28,7,134096.0,5,2,2002,46220
1590,2003-05-28,8,139317.0,5,2,2003,46220
1591,2004-05-28,9,144471.0,5,2,2004,46220
1592,2005-05-28,10,146431.0,5,2,2005,46220
1593,2006-05-28,11,151472.0,5,2,2006,46220
1594,2007-05-28,12,152313.0,5,2,2007,46220
1595,2008-05-28,13,152111.0,5,2,2008,46220
1596,2009-05-28,14,148792.0,5,2,2009,46220
1597,2010-05-28,15,157307.0,5,2,2010,46220
1598,2011-05-28,16,146138.0,5,2,2011,46220
1599,2012-05-28,17,148153.0,5,2,2012,46220
1600,2013-05-28,18,155123.0,5,2,2013,46220
1601,2014-05-28,19,169043.0,5,2,2014,46220
1602,2015-05-28,20,165141.0,5,2,2015,46220
1603,2016-05-28,21,169463.0,5,2,2016,46220
1604,2017-05-28,22,185726.0,5,2,2017,46220
1605,2018-05-28,23,198068.0,5,2,2018,46220
1606,2019-05-28,24,212483.0,5,2,2019,46220
1607,1996-05-28,1,134100.0,5,3,1996,46220
1608,1997-05-28,2,134600.0,5,3,1997,46220
1609,1998-05-28,3,155600.0,5,3,1998,46220
1610,1999-05-28,4,145400.0,5,3,1999,46220
1611,2000-05-28,5,149602.0,5,3,2000,46220
1612,2001-05-28,6,152030.0,5,3,2001,46220
1613,2002-05-28,7,156002.0,5,3,2002,46220
